error_count,reference_count,error_mean,reference_mean,mean_difference,error_median,reference_median,median_difference,error_missing_rate,reference_missing_rate,missing_rate_difference,group,feature,relative_mean_difference
979,107819,613.971966637777,134.42509950426884,479.54686713350816,63.0,79.66666666666667,-16.66666666666667,0.0,0.0,0.0,Persistent FP vs All Benign,ip_total_length_mean,356.7390828810802
979,107819,38425.42594484168,37826.21443344865,599.2115113930267,42754.0,50207.0,-7453.0,0.0,0.0,0.0,Persistent FP vs All Benign,src_port,1.5841170478406663
979,107819,7123.656792645556,11349.857622496962,-4226.200829851406,80.0,80.0,0.0,0.0,0.0,0.0,Persistent FP vs All Benign,dst_port,37.23571669722535
979,107819,0.0,0.5371780483959228,-0.5371780483959228,0.0,0.0,0.0,0.0,0.0,0.0,Persistent FP vs All Benign,ip_dscp,100.0
979,107819,0.0,0.0008718314953765106,-0.0008718314953765106,0.0,0.0,0.0,0.0,0.0,0.0,Persistent FP vs All Benign,ip_ecn,100.0
979,107819,20.0,20.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,Persistent FP vs All Benign,ip_header_length,0.0
979,107819,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Persistent FP vs All Benign,ip_checksum_valid,0.0
979,107819,0.5536261491317671,0.919819326834788,-0.36619317770302084,1.0,1.0,0.0,0.0,0.0,0.0,Persistent FP vs All Benign,l4_checksum_valid,39.81142459390768
979,107819,0.4974463738508682,0.6004414806295736,-0.10299510677870538,0.0,1.0,-1.0,0.0,0.0,0.0,Persistent FP vs All Benign,flow_direction,17.153229765324205
37,107819,6.0,10.138760329812,-4.1387603298119995,6.0,6.0,0.0,0.0,0.0,0.0,Baseline FP Repaired vs All Benign,ip_protocol,40.821167432495606
37,107819,62.37837837837838,107.83125862869676,-45.45288025031838,62.0,96.0,-34.0,0.0,0.0,0.0,Baseline FP Repaired vs All Benign,ttl_mean,42.15185914395157
37,107819,56.83783783783784,6056.93028036041,-6000.092442522572,0.0,392.0,-392.0,0.0,0.3762509390738182,-0.3762509390738182,Baseline FP Repaired vs All Benign,tcp_window_mean,99.06160653653001
37,107819,22.91891891891892,25.38209009296833,-2.4631711740494104,20.0,21.846153846153847,-1.8461538461538467,0.0,0.3762509390738182,-0.3762509390738182,Baseline FP Repaired vs All Benign,tcp_header_length_mean,9.704366996679244
37,107819,0.0,0.41213515243138965,-0.41213515243138965,0.0,0.0,0.0,0.0,0.0,0.0,Baseline FP Repaired vs All Benign,syn_count,100.0
37,107819,0.35135135135135137,29.54288205232844,-29.19153070097709,0.0,1.0,-1.0,0.0,0.0,0.0,Baseline FP Repaired vs All Benign,ack_count,98.81070726028351
37,107819,0.1891891891891892,0.38381917843793767,-0.19462998924874847,0.0,0.0,0.0,0.0,0.0,0.0,Baseline FP Repaired vs All Benign,fin_count,50.708771260688714
37,107819,0.7567567567567568,0.10022352275572952,0.6565332340010273,1.0,0.0,1.0,0.0,0.0,0.0,Baseline FP Repaired vs All Benign,rst_count,655.0690057075398
37,107819,0.1891891891891892,2.2160936384125245,-2.0269044492233355,0.0,0.0,0.0,0.0,0.0,0.0,Baseline FP Repaired vs All Benign,psh_count,91.46294245378942
37,107819,0.0,0.19552212504289596,-0.19552212504289596,0.0,0.0,0.0,0.0,0.0,0.0,Baseline FP Repaired vs All Benign,syn_seen,100.0
